	ENCFF003GCY	ENCFF020FWO	ENCFF024SOP	ENCFF024TPY	ENCFF025BJB	ENCFF036JUB	ENCFF039XCN	ENCFF040GTO	ENCFF047JNI	ENCFF051VXY	ENCFF058VTF	ENCFF067JJG	ENCFF068XKO	ENCFF081JVT	ENCFF083YCN	ENCFF084GLJ	ENCFF085SZC	ENCFF102GUG	ENCFF109TAE	ENCFF115HTH	ENCFF116GQA	ENCFF132JBP	ENCFF132MDE	ENCFF133DIO	ENCFF134ZDK	ENCFF148PHO	ENCFF153WQN	ENCFF172GSX	ENCFF173YTQ	ENCFF174VRM	ENCFF183AEI	ENCFF195YWM	ENCFF197KHQ	ENCFF203HVV	ENCFF205UIO	ENCFF214NKM	ENCFF216SYK	ENCFF226AOZ	ENCFF227WZR	ENCFF232BIG	ENCFF249GZW	ENCFF262FHU	ENCFF270GNM	ENCFF290EPY	ENCFF291MQR	ENCFF293ZIH	ENCFF305WVB	ENCFF316XWU	ENCFF329GDP	ENCFF336YFC	ENCFF338EDR	ENCFF341RBP	ENCFF348CJE	ENCFF363XQF	ENCFF370OYQ	ENCFF378QVC	ENCFF378WSR	ENCFF389QWJ	ENCFF391WYC	ENCFF395KUT	ENCFF402THI	ENCFF422YFH	ENCFF435GTP	ENCFF438GJD	ENCFF444VNW	ENCFF466BFI	ENCFF468NND	ENCFF474QSW	ENCFF484XHW	ENCFF490EXW	ENCFF498MDZ	ENCFF499CXR	ENCFF512TSJ	ENCFF561ENC	ENCFF577ZMC	ENCFF578BEO	ENCFF589FTC	ENCFF589IQE	ENCFF597TKH	ENCFF609BOM	ENCFF612BRI	ENCFF617DDH	ENCFF635WCC	ENCFF639EJH	ENCFF642UFQ	ENCFF645FNZ	ENCFF667BSO	ENCFF675ZGP	ENCFF677BGN	ENCFF679QGU	ENCFF680GPQ	ENCFF682LFV	ENCFF683CID	ENCFF685YFE	ENCFF709TMH	ENCFF721LXU	ENCFF727SUT	ENCFF765ADK	ENCFF765BJR	ENCFF779CFZ	ENCFF782KJY	ENCFF808FRN	ENCFF811RTH	ENCFF812GJU	ENCFF819NTW	ENCFF833SIZ	ENCFF843QJV	ENCFF845VOI	ENCFF848SAN	ENCFF849KDW	ENCFF861KWC	ENCFF866OCE	ENCFF871EKB	ENCFF880ORV	ENCFF889NTH	ENCFF909JGU	ENCFF913NRZ	ENCFF914SZL	ENCFF916NTG	ENCFF919NRH	ENCFF932ATD	ENCFF936OHE	ENCFF948CVH	ENCFF948PWG	ENCFF962JWU	ENCFF966HTZ	ENCFF967WVU	ENCFF971IBL	ENCFF978OUM	ENCFF979NIV	ENCFF983AVE	ENCFF987DJP	ENCFF992VNB
LTR3A	10.60806971	0.843881857	0.335232987	0	13.15789474	0.231964741	1.285677552	1.162053666	0	8.097784568	0	5.70115725	1.112347052	1.292991983	7.853403141	1.604668125	11.92883138	0	1.957202505	0.754716981	0.416666667	0.792895655	0.949367089	1.792856158	13.34951456	0.764160856	0.862600123	0.337723742	1.895614811	15.39053482	1.826355718	0	0	8.202419018	0.984979069	10.82322073	0	9.515996719	0.987466768	10.96858152	10.88792942	0	0.433463372	0	1.1765571	2.865329513	1.856435644	5.692438403	0.49200492	9.510390983	0.843373494	0.761832206	0	0.447427293	0.422475708	0	0.713393972	7.943645084	0	1.284875184	1.971349717	1.601630751	0	0.946297611	14.84780995	9.883198562	2.988047809	0.711237553	0.343170899	0.692680674	0.406173842	7.036747459	1.148633127	0.366972477	0.390472472	1.157042179	10.5837075	1.885132588	0	10.41476338	9.251327737	0	0	7.032034825	0.414421881	0.330250991	7.033081532	0.917347032	9.599470374	0.997085443	0	12.99621928	11.25646486	7.959671	11.67623194	10.34482759	9.139615506	9.960718294	0	10.58201058	0.285388128	13.80738695	1.160766106	0.804505229	0	0.438788943	0	0.842637455	0.353982301	8.903899294	0.481231954	10.11540105	0	0	0.494315373	0	0.718562874	0.289519398	0	9.907874153	0	0.523560209	0	0.765257318	0.289939113	0	0	1.84729064	0.961538462	1.04427736	9.71388202	0	0
LTR4	7.949652203	6.95715855	4.725339634	7.109004739	8.133561644	5.954743946	5.286343612	6.001765225	3.50877193	6.585879874	2.410800386	6.5917603	11.02941176	5.215742058	3.724394786	4.279959718	7.174581483	9.367681499	7.024699751	4.017408771	3.779289494	5.868380606	5.917159763	8.093311116	8.020261714	3.847440616	4.340636627	4.910988336	2.415989458	10.60304838	7.885304659	5.154639175	1.792114695	5.833738454	4.158004158	9.745533297	2.469135802	4.931824775	4.231684739	6.973058637	6.373700101	9.650180941	5.730659026	2.33826968	3.873966942	11.72529313	5.917159763	6.292989902	2.898550725	5.984251969	4.662992794	3.73679935	2.095337873	3.03030303	3.756574005	4.600345026	3.960999391	6.517205422	2.388915432	4.654255319	6.844626968	4.010025063	3.762935089	4.045307443	10.2960103	5.893300248	12.47771836	4.790419162	6.630500301	4.435483871	5.574912892	3.739016639	10.73131955	6.071645416	3.63372093	5.845881311	10.30337722	2.636783125	1.765225066	8.442776735	5.731523379	2.090956613	2.911208151	3.951081844	5.247376312	5.23255814	6.352087114	3.645007924	4.718290314	4.313249764	2.18459858	6.98757764	8.48806366	3.731343284	7.152588556	9.014810045	6.366047745	7.185332012	5.930318755	8.185538881	2.472799209	7.765830346	5.103342689	5.738278516	3.861003861	3.032600455	5.494505495	7.092198582	4.733727811	6.3711176	3.490401396	6.734006734	2.954209749	5.443234837	3.330557868	5.527915976	5.073995772	2.582644628	1.818181818	7.451102142	6.498781478	1.921229587	5.87803086	3.896103896	2.557544757	4.678362573	6.568144499	6.125166445	4.180602007	5.623901582	6.255864873	2.617801047	2.429149798
LTR46	3.139224612	2.719700833	2.202643172	2.689618074	2.948113208	3.461538462	4.174906614	1.92018701	3.731343284	2.147278009	0.912408759	2.41246209	4.750593824	4.122369278	2.369413032	3.625730994	4.223521767	2.159827214	2.971604667	2.244309073	1.747640685	2.190217031	2.038216561	2.461400761	2.939447384	2.511415525	2.067743206	2.213613724	3.294214536	2.99850075	2.461125406	1.846478502	1.111852346	1.475930972	2.617274008	3.41476228	2.661596958	2.525252525	2.803039741	2.682563338	4.033509153	2.27014756	2.777777778	2.610966057	2.81673259	0.765696784	2.993638518	2.402361178	2.956830278	2.94200056	2.016516228	2.540611286	1.978728667	2.838892832	2.429711906	1.914660832	2.310803004	2.057613169	0.88163985	2.575367369	2.901977644	3.652645222	3.242805026	2.76297612	2.964719834	2.851846571	0.776397516	2.61682243	3.320253547	2.772277228	2.350570853	2.871500359	4.779411765	3.035822708	1.907790143	1.952793344	3.36526016	3.247082699	0.818665575	3.014772385	3.086419753	2.224969098	1.397135871	2.90275762	2.644628099	2.141900937	1.893341748	2.456636641	2.487887914	2.784136608	1.945998541	2.414113278	3.010536879	2.396514161	4.291845494	3.061380683	1.793721973	3.521126761	2.002002002	3.098853424	1.576576577	2.833663927	2.199074074	2.163792538	2.836513667	2.819880155	2.603488675	2.878428717	2.288329519	1.751970967	2.905770029	3.54488279	1.398601399	2.543604651	2.846685645	2.845318158	2.689204764	1.645897014	0.856164384	2.615638767	2.661596958	0.863557858	2.000666889	2.141327623	1.644736842	2.207505519	2.255639098	3.013182674	2.535595865	2.79513318	2.90486565	2.464065708	2.711076685
LTR47A2	3.280737385	1.174890903	0.829875519	1.094091904	4.005340454	1.146788991	0.633312223	0.827746048	0.394477318	2.685219089	0.222074173	2.521122922	1.282991202	0.637619554	1.61987041	0.347262415	3.237293623	1.614639397	1.061007958	0.457945352	0.351741119	0.965748133	1.019194836	1.102414287	3.95256917	0.599161174	0.892502975	0.820793434	1.286491836	3.633060854	1.101564221	1.556016598	0.208594076	2.11935304	0.388274122	3.088008235	0.377216145	1.675905634	0.553641732	3.042596349	2.710843373	1.587301587	0.664672649	0.358166189	0.591051481	0.746268657	1.221747098	2.505586781	0.591133005	1.667129758	0.865800866	0.601413321	0.746454342	0.74822297	0.706713781	1.597444089	0.572655691	2.729189927	0.216684724	0.443393438	1.05507491	0.343563903	0.394011032	0.564334086	3.674219228	1.693002257	0.778210117	0.926440615	1.405283867	0.949307006	0.959079284	1.800504141	1.293422025	1.409641951	0.636132316	0.833819728	3.131524008	1.317256054	0	2.998950367	1.697792869	0.474833808	1.707650273	1.764757787	0.675219446	0	2.346666667	0.584410841	1.663042088	0.5495512	0.731885826	3.947368421	2.646139043	1.619520622	3.228410008	2.920134326	2.383042769	2.253521127	0.99469496	3.198294243	0.895255148	3.367003367	1.042994553	0.976244712	0.498380264	0.69637883	0.251004016	1.141738705	0.817216017	2.350612396	0.811359026	2.261675902	1.759943682	1.078748652	0.795070563	0.258531541	0.961168781	0.928936368	0	3.072196621	1.891789633	0	0.984574992	0.457038391	0.930665426	1.585204756	1.93498452	1.234720336	0.401203611	1.141552511	1.697552695	0.401445203	0.37202381
LTR5_Hs	2.969762419	0.968679367	0	0	3.117481617	0.295828814	0.364723904	1.205580958	0.279485746	1.418622646	0.07533808	2.124141593	0.739502283	0.332287244	1.7053206	0.489925899	2.21766836	0.09472388	1.226264353	1.114235687	0.418260038	1.269470939	1.255211369	1.2784256	3.078172039	0.507634557	0.662127977	0	0.544825041	2.244668911	1.251371696	0	0.075224734	1.901327009	1.806503412	1.418691257	0	2.014375315	0.866598655	2.97656585	2.342968462	0.094750805	0.057510927	0	0.924735069	0.274725275	0.697395663	2.091544358	0.305696138	1.868975015	0.676727347	0.509144503	0.085906963	0.060602388	0.179490248	0	1.18755843	1.434658787	0.075645826	0.59653491	1.208425515	0.464900046	0.276854928	2.123001393	2.282749676	1.976815131	0.268672757	0.324086077	0.597312096	0.133364452	0.399361022	1.479658588	0.737557722	0.638538239	0.22556815	1.191544448	1.468102144	0.578937212	0.071844242	1.674696622	1.895734597	0.168229802	0.119495728	1.512269652	0.116225012	0.046114826	1.63732362	0.662191464	2.076393009	0.858180218	0.085422628	3.184813799	1.622198506	1.724137931	2.178588386	1.696745334	1.957117384	2.607847431	0.170338406	2.988128247	0.585343011	2.313561408	1.043569006	1.264178916	0.524406765	0.06116208	0.404421677	0.938058805	0.869565217	1.937942297	0.208123764	2.561677307	0.12105072	0.252557141	0.210859251	0.397772474	0.132301383	0.439104227	0.071890726	1.91445535	0.256854813	0.072537357	0.172552629	1.121465381	0.448247759	0	0.257019855	0.714982125	1.806530779	1.28011834	1.999012833	0.408858603	0
LTR5B	1.465884861	1.162621712	0.157072175	0.154607297	1.23221687	0.381929289	1.639443804	1.679567694	0	1.509513445	0.061904172	1.526748227	3.000473759	1.633393829	1.457545122	1.200800534	1.686571246	0	2.162721984	0.963306769	0.290725846	1.549625822	2.031060362	2.060483104	1.218229138	0.992785757	0.976208407	0.154631205	1.671015215	0.606480679	2.080665813	0.993200397	0.061233237	1.524983777	1.076548246	1.326357674	0	1.976284585	1.209429943	1.598048698	1.759633996	0	0.283312872	0.104624398	1.264067136	0.442282176	1.289028932	1.514668367	0.281167407	1.251968822	0.94900494	0.998757102	0.142015196	0	0.196695515	0.383906634	1.28582687	1.519273575	0.062289772	0.730837023	2.157333414	1.200880646	0	1.364033173	0.592969081	1.292824822	0.458085204	0.32367697	0.492772668	0.329145866	0.377287304	1.186423192	3.039513678	0.487448209	0.462021807	1.668359205	1.350742909	1.692788139	0.236071766	1.219768665	1.243781095	0.138169257	0.100170289	1.178731582	0.284629981	0.15207969	1.660728305	1.13912352	2.026458668	1.214956661	0.142166619	1.468659848	1.41723356	1.450572513	1.704519279	1.236093943	1.336898396	2.05111509	0.189879427	1.464908776	0.637877145	0.971345313	1.086276704	1.552530435	0.143998848	0	0.220507166	1.145147438	0.563607085	1.35501355	0.172940566	2.050247331	0.100411688	0.623311864	0.170512675	0.219844643	0.330906684	0.676132522	0.235793445	1.32413129	0.427487443	0.479156684	0.190276853	0.975653022	0.663261922	0.379535449	0.428724544	1.285989855	1.075573167	1.785966067	1.302083333	0.228911526	0
LTR64	2.163097556	1.278475128	0.788954635	0	1.670378619	0.537851284	0.298018179	1.763979538	0	1.816294759	0.926211794	1.599224618	1.456182155	0.303398058	1.382700876	1.23071874	1.438053097	1.175548589	0.823045267	1.207729469	0.737825873	1.309728119	1.738921868	1.016101297	1.652209831	1.582195032	0.687379709	0.788022065	0.850943129	1.904358866	1.003009027	0.556379822	0.931966449	1.94024059	1.233383582	2.354219486	0.266311585	1.387732445	2.158521844	2.255484929	1.39920353	1.141987057	1.200768492	0.530785563	2.02694143	0	0.876808417	1.604746158	0.977653631	0.993344591	0.680457267	1.59269484	0.714030703	0.753579503	0.727272727	0.945179584	1.22624157	1.827199165	0.905250453	0.947667685	0.823846615	1.23568663	0	1.222826087	1.894736842	1.285474142	0	0.79649542	0.598324691	0.783289817	0.923787529	1.011889704	1.427829699	0.597014925	0.460193281	1.762321565	2.34741784	0.865863338	0	1.677500524	0.995817566	0.863557858	0.733675715	0.996388093	1.188777936	0.751597144	1.851303318	1.507276507	1.38478582	2.16938563	0.695289414	1.678935813	2.33518951	1.368405048	1.48080647	1.648974544	2.209261223	1.436093825	0.472701489	2.142933676	0.964630225	1.586986709	1.383914035	1.316267248	0.535905681	0.757193337	0.735970561	1.265677137	0.196579516	2.220445866	1.008645533	1.444738743	0.735474381	1.317523057	0.999143591	0.727934486	0.806451613	0.80684202	0	1.759186865	1.882732652	0.294724433	0.458715596	1.187776698	0.846740051	0.958221541	1.818181818	0.864304235	1.236433576	1.372840636	1.287766221	0	0.260688217
LTR7B	0.753201105	0.137017584	0.14743826	0	0.689143342	0.102046023	0.176294294	0.158528852	0.10989011	0.635664102	0.17468266	0.907306596	0.500550606	0.171978904	0.466322754	0.344234079	0.567735173	0	0.256739409	0.167091357	0.095147479	0.298161919	0.184450798	0.331026181	0.678461458	0.205516051	0.444386355	0.148953601	0.901023891	0.560897436	0.328025288	0.070962248	0.117481203	0.63078217	0.159574468	0.278551532	0.102145046	0.602473686	0.20055822	0.670267713	0.535155607	0	0.17905103	0.100532824	0.211128074	0.208550574	0.167078794	0.908871701	0	0.575661051	0.44527096	0.206726893	0.133014099	0.096172341	0.095629722	0.071968334	0.233963736	0.635642836	0.175243881	0.161583518	0.259395896	0.344849207	0.108932462	0.156739812	0.57208238	0.53609037	0.212630236	0.051132587	0.234246896	0.05245764	0.089895721	0.887566867	0.501479364	0.230858022	0	0.157824724	0.283607487	0.905896563	0	0.677452778	0.565418975	0.199840128	0.190930788	0.895992251	0.180066625	0.073513196	0.595525055	0.280617358	0.596156544	0.199481348	0.135199081	0.591920288	0.333044695	0.462869211	0.570075425	0.683526999	0.646676424	0.667253041	0	0.751942518	0.12344917	0.611433812	0.094298108	0.297540912	0.068979789	0.095593156	0	0.13552584	0.226398008	0.649372843	0	0.676423564	0.18492834	0.099176832	0	0	0.051988563	0.128974012	0	0.640977302	0	0.114823746	0	0.16737102	0.126119309	0.072966071	0	0.169451317	0.160051216	0.267355851	0.538668719	0.110204981	0.101864113
LTR7C	3.097573567	0.561734637	0	0.379362671	3.128258603	0.381000762	0.986054374	0.82790595	0.262674022	2.191736342	0.144029958	2.267676539	2.714038983	0.978610373	2.353612438	0.538171754	2.697162585	0	1.256456792	0.601926164	0.45861041	1.026386691	0.789444006	0.733675715	3.127850906	0.399900025	0.9733939	0	1.199600133	2.750491159	0.739152931	0.35032405	0.144801622	2.174402039	0.515264717	2.608242045	0	2.859370938	0.746237718	3.274583454	2.770935961	0	0.230043708	0.245821042	0.715677309	0.516795866	0.909767596	2.280397701	0.52232959	2.293577982	0.948166877	0.400220121	0.496853263	0.233808744	0.235960359	0.54328142	0.577367206	2.207144609	0.147579693	0.197122019	1.266535322	0.538337307	0.271886895	0.497945973	2.705836877	2.909705275	0.529661017	0.621735887	0.194287935	0.617360168	0.22217285	2.491694352	2.69179004	0.192012289	0.666370502	0.838035644	2.503755633	1.208296973	0.553250346	2.512320031	2.202441039	0.326211059	0.471253534	2.490364661	0.224466891	0	2.005393818	0.442782643	2.86259542	0.739310798	0.494315373	2.735637901	2.424830262	2.366609294	2.658443216	2.603123748	2.264720684	2.836244216	0.441598587	3.132177908	0.596391829	2.801643631	0.386160025	1.028101439	0.50209205	0.233100233	0.508819539	0.558035714	0.189250568	2.263581489	0.401767778	2.832650019	0.464252553	0.476985452	0.404367165	0.514403292	0.645327827	0.793273045	0.553250346	2.568100523	0.253164557	0.279173646	0.442575791	0.605938194	0.770416025	0.538793103	0.252716705	0.914152747	0.513742615	0.434640878	2.917647059	0.266240682	0
LTR7Y	0.286820594	0	0	0	0.352920416	0	0.39745628	0.15275338	0	0.116563702	0	0.315179022	0.175162025	0.391312855	0.295916354	0.105296409	0.301250188	0	0.097333074	0.140331182	0	0	0.236164686	0.101204332	0.35971223	0.069754464	0.179517099	0	0.378322141	0	0.101574403	0	0	0.725915172	0	0	0	0.365942913	0.113546043	0.269469146	0.277623542	0	0	0	0.219466696	0	0.114705208	0.317077811	0	0.386448538	0.176803395	0.069642733	0.229357798	0	0	0	0.402036987	0.111457869	0	0.137230685	0.096376253	0.107434465	0	0	0	0.259403372	0	0.170969396	0	0	0	0.740862693	0.170444861	0	0	0.152858453	0	0.366602511	0	0.268961807	0.384862091	0.226398008	0	0.744170663	0	0	0.389825553	0.2027164	0.363196126	0.113765643	0.22426553	0.337894915	0	0.294002352	0.296515938	0.277507978	0.226705962	0.312109863	0	0.282366229	0	0	0.212156572	0	0.231642344	0	0	0	0	0.227324392	0	0.30803984	0	0	0	0	0	0.213174163	0	0.772797527	0	0	0	0.139217597	0.213447172	0	0	0.114876508	0	0	0.263956711	0	0
LTR8	2.488269586	0.480275102	0.346696924	0.278327561	2.253565342	0.422000281	0.326801341	0.808337423	0.277610697	1.991580081	0.262644454	1.868505863	0.947448206	0.327054691	1.865959826	0.696545136	2.235731047	0.255215977	0.823035232	0.716990041	0.27581859	0.897816555	0.815396253	0.792553799	2.230275997	0.677690431	0.507401935	0.348824304	0.781660153	2.257336343	0.794745777	0.303269242	0.247613624	1.860217911	0.598187379	1.735287138	0.25579809	2.090665704	0.794785069	2.36456176	2.193214248	0.255672739	0.341089972	0.233174351	0.75896462	0.268180396	0.614790721	1.873944673	0.39849256	2.013839102	0.504110439	0.677397221	0.341836517	0.244488815	0.339728217	0.275558005	0.697767145	1.993975648	0.263210669	0.566737652	0.822799469	0.700574471	0.278035218	0.623455035	2.245738201	1.824390323	0.272801673	0.408347482	0.312428059	0.429104272	0.35827425	1.457853157	0.959150832	0.309451294	0.335495415	0.809638554	1.74804456	0.776780073	0.30732134	2.176103505	2.01129853	0.347966484	0.239573559	1.459328914	0.344036697	0.276535927	1.800504141	0.681622603	2.09481477	0.795729466	0.339678721	2.146012604	1.583441724	1.866648596	2.225731675	2.17763392	1.89876149	2.213974083	0.303168107	2.491709082	0.430146771	2.090253585	0.815039129	0.906890116	0.422377256	0.241366132	0.399118982	0.480390461	0.289864408	1.898217985	0.356633381	2.200198602	0.239549647	0.315895881	0.355806533	0.401481019	0.431893688	0.40265754	0.30726323	2.115633333	0.300364729	0.290163459	0.303306036	0.720163706	0.401972344	0.277029627	0.301542173	0.613720215	0.594163743	0.4443394	1.836383138	0.251388349	0.256640575
LTR8B	3.530050688	0.998824912	0.448631673	0.513808606	3.11774612	0.706339396	0.418235048	0.925051173	0.704027035	2.527827648	0.430717779	2.376736693	0.708869461	0.418667652	1.753213173	0.582663722	2.751239	0.442254233	0.843588726	0.67786935	0.637424804	1.263298884	0.841700234	0.668698481	3.11696585	0.745685676	0.508021089	0.446784745	0.628513151	2.779514975	0.672138564	0.678760953	0.374428996	2.69015719	0.567575544	2.734539335	0.520629962	2.212321401	0.822404332	3.328156201	2.78372591	0.453338514	0.934761441	0.426857899	0.818694465	0.81773578	0.592614006	2.393055321	0.722475995	1.897157563	0.511474068	0.747703482	0.517077935	0.49311691	0.48584963	0.75053945	0.593290729	2.541039227	0.431023554	0.556366924	0.8382643	0.584191506	0.69913773	0.513301196	2.768836742	1.797453607	0.82659809	0.498569323	0.9328669	0.582359002	0.880416475	1.395978748	0.716892596	0.930016275	0.648805435	0.921035871	2.728553866	0.624499222	0.869397218	2.580578119	1.866670995	0.54049441	0.684959104	1.404995072	0.928433269	0.461581069	2.362937388	0.721149669	2.20355323	0.816503486	0.516751356	2.916134525	2.558868348	1.737347982	2.744670452	2.570915867	2.880446763	2.34598664	0.929512006	3.505491937	0.504514073	2.799367672	0.538952815	1.262789548	0.560174539	0.494804552	0.601051841	0.994481602	0.951787062	2.861689857	0.700967335	2.342354265	0.685649754	0.600111449	0.705069449	0.600564531	0.584020306	0.543714659	0.867678959	2.491788425	0.700310763	0.540912667	0.932038835	0.674727889	0.544944279	0.754527163	0.709880651	0.597484735	0.568246392	0.941113202	1.782119402	0.649501276	0.519120955
MER11D	9.525308982	0.514623896	0	0	9.535280538	0.286505587	0.323939099	0.816010995	0.202306292	7.721046077	2.230400357	5.335286118	1.223068962	0.31618887	4.651677927	0.649964547	7.85234356	0	0.653523581	0.542930272	0.355871886	0.871284474	0.959399939	0.73095305	9.405940594	0.621842208	0.34191374	0	0.566951861	7.165248545	0.735876826	0.266666667	2.70797227	6.914832315	0.494217653	3.955696203	0	5.130974885	0.604845128	9.176348701	7.901802839	0	0.490115994	0	0.647508633	0.777907429	0.318572794	5.402733147	0.202675314	4.491338134	0.343642612	0.620973376	0.125817816	0.179083095	0	0	0.737789582	7.634997845	2.228412256	0.45672528	0.657930808	0.641661319	0.199840128	0.57284705	7.128007128	6.102376337	0.840689365	0.57284705	0.443000591	0.582807188	0.504201681	3.856395189	1.216886642	0.435729847	0.329380764	0.819884353	3.952048478	0.562343438	0	7.676827905	4.489097905	0	0.178030977	3.833166013	0.512470106	0	6.95624469	0.687127806	5.080893168	0.605963961	0.125580811	9.472006002	6.655984223	4.626824566	8.018516988	7.737379808	7.224525694	6.906077348	0.332778702	9.410483746	0.232018561	8.830650904	0.651851852	0.869361688	0.126984127	0.182248952	0.267522739	0.507227999	0.428510213	7.34308154	0.203252033	6.868918145	0.175932442	0.185356812	0.203086921	0.25974026	0.578201792	0.120221207	0	7.849515593	0.188111362	0	0.330742517	0.536850986	0.121862052	0	0.189861401	0.314683114	0.495049505	0.757320767	6.087081066	0	0
MER21A	3.27494158	0.73517249	0.329854864	0.243175877	3.703940226	0.542582274	0.349968503	0.693814872	0.265945658	2.708815841	0.168678763	2.341691138	0.491189292	0.349805275	2.140112326	0.559860544	3.178302786	0.360902256	0.760776694	0.454468945	0.449741399	0.827932738	0.646370023	0.744265495	3.734466551	0.442263723	0.649924886	0.330837018	0.781232562	4.451332102	0.742724948	0.374423963	0.166539779	2.58813914	0.474864556	3.096934035	0.12344155	2.68220229	0.544151056	3.142234193	3.159186005	0.363438125	0.621004566	0.161199323	0.548568105	0.174261567	0.864778795	2.348978081	0.36701209	2.955589587	0.648894751	0.442684842	0.300177378	0.389044507	0.343997248	0.353992743	0.43460065	2.69727171	0.17001433	0.439345863	0.759523253	0.558311868	0.264631941	0.509922237	4.396534879	2.69850484	0.173115208	0.266109883	0.405262173	0.33835938	0.535886535	2.117121109	0.467755384	0.404883518	0.46431888	0.692559145	3.102611835	0.78511163	0.58762374	2.854455221	2.962394474	0.321224938	0.573241105	2.112731418	0.615295523	0.294707061	2.47812907	0.508292547	2.65820614	0.538646157	0.301246063	3.571500636	3.202320998	2.139884612	3.182404837	2.832997988	2.738105066	2.699055331	0.548185506	3.286208195	0.401143258	4.26260112	0.610112617	0.82605197	0.196018034	0.389301982	0.254143958	0.739822812	0.401185039	2.747897651	0.375483158	2.72370624	0.577967865	0.365868531	0.378517991	0.256856645	0.337225477	0.436984294	0.588794782	2.894532381	0.331950207	0.513394941	0.542103361	0.456420312	0.436042783	0.352123008	0.329638634	0.861797737	0.475655107	0.680284287	2.691663667	0.221366273	0.123548307
MER31A	3.088518644	0.66969042	0.351917953	0.199720391	3.406308768	0.626435582	0.81642174	0.810757064	0.438084112	2.659816314	0.443137413	2.087082583	0.539811066	0.815565653	2.076029691	0.74261102	2.920475453	0.101173614	0.698283387	0.505206433	0.510041441	0.942640336	0.809124434	0.807363152	3.405946214	0.7916007	1.08380861	0.352733686	0.979721611	3.050979087	0.809831353	0.538713943	0.315768699	2.388944951	0.613408386	2.373492832	0.475802066	2.326808674	0.815854778	2.82275245	2.726174082	0.1	0.308565786	0.26919712	0.789136225	0.869943454	0.640483107	2.102771377	0.326595783	2.556498619	1.076369283	0.788436268	0.228185469	0.384689363	0.127242652	0.492659375	0.538981863	2.639653461	0.440493353	0.545345476	0.699246368	0.736873132	0.449236298	0.601237843	3.013203309	2.397525135	0.869565217	0.37927111	0.523286238	0.38925652	0.364785992	1.917907022	0.542961857	0.527648797	0.48024973	0.832434099	2.347969007	0.980047708	0.603545832	2.854346762	2.550825192	0.179388286	0.574529205	1.912764844	0.304506699	0.295435521	2.297574145	0.729828355	2.325915979	0.818954241	0.227097243	3.360666756	2.346570397	2.072944167	2.960156296	2.82706443	2.614106924	2.52781634	0.487388814	3.093163824	0.421638487	3.110173959	0.89225017	0.946902445	0.371868173	0.388450084	0.426378624	0.676818951	0.569358178	2.595851232	0.329404875	2.535960755	0.569944905	0.342676993	0.335257962	0.428714333	0.387760857	0.424538315	0.603045379	2.624942097	0.347415231	0.157022847	0.483880723	0.506656909	0.434574769	0.495491032	0.347270454	0.639941491	0.613120785	0.756200847	2.415019865	0.443688531	0.490299082
MER34C	0.239120038	0.262054507	0	0	0	0	0	0.382506694	0	0.984445757	0	0.736687013	0	0	0.162760417	0.183150183	0	0	0	0	0	0.100280786	0.131995776	0.170794193	0	0.232180172	0.149120191	0	0.482315113	0	0.172503019	0	0	0.529661017	0	0	0.564334086	0.199840128	0.094197438	0.46609182	0.237360551	0	0	0.58411215	0.092199889	0	0	0.732524069	0.3066544	0.430107527	0.149120191	0.233453951	0	0	0	0	0	0.958588957	0	0.234082397	0	0.17921147	0	0	0	0	0	0	0	0	0	0.410172272	0	0	0	0.389458652	0	0.469483568	0	0.234852043	0.428082192	0	0	0.421111735	0	0	0.993377483	0.231884058	0.202593193	0.096459921	0	0	0	0.167700822	0	0.231642344	0.574822763	0.172950536	0	0.248323814	0	0.448229494	0.182381908	0.098222179	0	0	0	0.265533723	0	0.576147494	0	0.175994368	0	0	0	0	0	0	0	0.216731686	0	0.668896321	0	0	0	0	0	0	0	0.256278831	0	0	0.580046404
